county_fips,county_name,state_abbr,population,elec_res_mwh,elec_com_mwh,elec_ind_mwh,elec_total_mwh
01043,Cullman County,AL,81316,489423.296601706,398735.90960526105,630151.2710825683,1518310.4772895356
01045,Dale County,AL,49607,284461.247284176,134170.077802525,45370.25720407573,464001.5822907767
01047,Dallas County,AL,41426,235730.793528565,157386.805373218,240397.6697650853,633515.2686668683
01049,DeKalb County,AL,70937,358944.679000394,286009.365497841,440417.61015448614,1085371.6546527212
01051,Elmore County,AL,80957,450257.726372677,225315.549742929,120651.36187695898,796224.637992565
01053,Escambia County,AL,37875,211270.465726879,150254.365032505,338961.926181459,700486.756940843
01055,Etowah County,AL,103363,566896.7538856439,407684.100933705,583517.1806365497,1558098.0354558986
01057,Fayette County,AL,16783,104503.89494067601,42252.4386524253,133555.6965613855,280312.03015448677
01059,Franklin County,AL,31573,168206.84751104598,219479.97485171602,246755.91230139168,634442.7346641537
01061,Geneva County,AL,26765,171556.648573056,58074.919543731,71849.90119635886,301481.46931314585
01063,Greene County,AL,8587,47521.1243088483,17463.391073512,10029.033388560905,75013.5487709212
01065,Hale County,AL,15159,94023.70813332411,29499.835971213797,204505.09960741442,328028.6437119523
01067,Henry County,AL,17187,108727.237213717,35161.9948555804,32197.39141844244,176086.62348773985
01069,Houston County,AL,103891,602675.243565697,600750.0499837759,672549.1087269163,1875974.4022763893
01071,Jackson County,AL,52608,292689.56121789804,292304.63362722803,815873.7531587302,1400867.9480038562
